APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,GENDER,MARITAL_STATUS,RESIDENTIAL_PHONE,RESIDENCE_TYPE,EMAIL,PROFESSIONAL_PHONE,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,QUANT_ADDITIONAL_CARDS,QUANT_DEPENDANTS,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,MONTHS_IN_THE_JOB,AGE,TARGET_LABEL
Web,1,F,4,Y,1,1,N,9,1,1,0,0,34,277,0,0,0,0,0,68,0
Web,1,F,2,N,1,1,N,,,2,0,0,20,651.45,0,0,0,0,0,35,0
Web,1,F,2,Y,1,1,N,9,4,2,0,3,1,300,0,0,0,0,0,39,0
Web,1,F,4,N,1,1,N,,1,1,0,0,2,350,0,0,0,0,0,66,1
0,1,M,2,Y,1,0,N,0,5,1,0,0,5,543,0,1,0,1,0,41,0
Web,1,M,2,N,1,1,N,,,1,0,0,7,242,0,0,0,0,0,53,0
Web,1,F,2,Y,1,1,N,,,1,0,0,20,747,0,0,0,0,0,27,1
Web,1,F,2,Y,1,1,Y,9,5,2,0,0,6,350,0,0,0,0,0,48,0
0,1,F,1,Y,2,1,Y,9,2,1,0,0,0,284,0,1,0,1,0,41,1
0,1,F,3,Y,1,0,N,9,2,2,0,0,2,657,0,1,0,1,0,40,1
Web,1,M,2,N,1,1,N,2,4,1,0,1,20,1200,0,0,0,0,0,51,0
Web,1,F,2,Y,3,1,Y,9,,1,0,2,8,1487,0,0,0,0,0,35,1
Web,1,F,2,N,1,1,N,11,1,1,0,0,1,350,0,0,0,0,0,66,0
Paper,1,F,5,Y,1,1,N,9,4,1,0,1,1,250,0,0,0,0,0,45,1
0,1,F,4,N,2,0,N,2,1,2,0,1,3,351,0,1,0,1,0,65,1
0,1,M,2,Y,1,0,N,9,4,1,0,0,20,900,0,1,0,1,0,55,1
0,1,M,2,Y,1,1,Y,9,,1,0,0,1,359,0,0,0,0,0,24,0
Web,1,M,6,N,1,1,Y,9,2,1,0,1,5,380,0,0,20000,0,0,36,1
Web,1,F,1,Y,1,1,N,9,2,1,0,0,12,374,0,0,0,0,0,56,0
0,1,F,1,Y,1,1,N,0,0,1,0,2,11,700,0,1,0,1,0,37,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,5,381.05,0,0,0,0,0,56,0
0,1,F,2,Y,1,1,N,9,1,1,0,0,2,350,0,1,0,1,0,43,1
Web,1,F,4,Y,1,1,N,,,1,0,0,2,329,0,0,0,0,0,48,0
Paper,1,M,1,Y,1,1,Y,11,5,1,0,0,1,309,0,0,0,0,0,27,0
0,1,F,2,Y,1,1,N,6,4,1,0,0,7,600,0,1,0,1,0,38,0
Web,1,M,2,Y,1,1,N,9,1,1,0,0,20,1971.93,0,0,0,0,0,71,0
Paper,1,M,1,Y,1,1,Y,11,,1,0,0,10,455,0,0,0,0,0,50,0
Paper,1,M,2,Y,1,1,Y,9,2,2,0,3,1,2314,0,1,0,0,0,47,0
Web,1,F,2,Y,,1,N,,,1,0,0,10,1200,0,0,0,0,0,36,0
Web,1,M,2,Y,1,1,N,10,2,1,0,0,6,350,0,0,0,0,0,59,0
Web,1,F,2,Y,1,1,N,,,1,0,0,20,400,0,0,0,0,0,58,0
0,1,M,2,Y,1,1,Y,11,1,1,0,1,0,682,0,0,0,1,0,50,0
Paper,1,M,2,Y,1,1,Y,9,2,1,0,2,1,320,0,0,0,0,0,48,0
Web,1,M,2,N,1,1,Y,7,2,2,0,0,2,1229,0,1,0,0,0,27,1
Web,1,M,2,Y,2,1,N,,,1,0,0,1,1000,0,0,0,0,0,41,1
Web,1,F,1,Y,1,1,N,2,,1,0,0,10,350,0,0,0,0,0,45,0
Paper,1,F,2,Y,1,1,N,9,1,1,0,0,1,954,0,0,0,0,0,57,1
0,1,F,2,Y,1,1,Y,9,2,1,0,3,6,374,0,0,0,0,0,33,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,10,350,0,0,0,0,0,24,1
0,1,F,1,Y,1,0,Y,9,2,1,0,2,14,380,95,1,0,1,0,32,0
Web,1,F,1,Y,1,1,N,11,4,1,0,0,10,424,0,0,0,0,0,36,1
Web,1,F,2,Y,1,1,N,6,1,1,0,0,10,512,0,0,0,0,0,51,0
Web,1,F,2,Y,1,1,Y,9,1,1,0,1,1,3564,0,1,0,0,0,59,0
0,1,M,2,Y,1,1,N,0,0,1,0,2,15,1641,0,1,0,1,0,38,0
0,1,F,1,Y,1,0,Y,9,2,1,0,0,9,1300,0,1,0,1,0,29,0
Paper,1,F,1,N,3,1,Y,9,2,1,0,0,1,1756,0,1,0,0,0,65,0
0,1,F,1,Y,1,0,N,0,0,2,0,0,2,350,0,1,0,1,0,66,1
0,1,M,1,Y,5,0,N,9,2,1,0,1,10,600,0,1,0,1,0,31,0
0,1,M,1,Y,1,1,N,0,0,1,0,0,0,580,0,1,0,1,0,28,0
Paper,1,M,2,Y,1,1,Y,9,2,1,0,2,1,12673,0,1,0,0,0,59,0
0,1,F,2,Y,1,0,N,0,0,1,0,0,3,1200,0,1,0,1,0,21,1
Web,1,M,2,Y,,1,N,9,2,2,0,0,10,1164,0,0,0,0,0,43,0
0,1,F,1,Y,1,0,N,9,4,1,0,0,14,2400,2400,1,0,1,0,59,0
Web,1,F,2,N,1,1,N,,,1,0,0,21,500,0,0,0,0,0,47,0
Web,1,F,2,Y,1,1,N,,,1,0,0,5,550,0,0,0,0,0,28,1
0,1,F,3,Y,1,1,N,9,5,1,0,0,10,815,0,1,0,1,0,56,0
0,1,M,2,Y,1,0,Y,9,2,1,0,1,15,773,0,1,0,1,0,43,0
0,1,M,2,Y,2,1,Y,11,2,1,0,7,0,700,0,1,0,1,0,38,1
0,1,F,2,Y,1,0,N,9,2,1,0,1,10,736,0,1,0,1,0,19,0
0,1,F,2,Y,1,0,N,9,4,1,0,0,1,400,0,1,0,1,0,50,1
0,1,M,1,Y,4,0,N,9,2,1,0,0,6,500,0,1,0,1,0,19,1
Web,1,F,4,Y,1,1,N,9,1,1,0,0,2,308,0,0,0,0,0,76,0
Web,1,M,2,N,5,1,Y,9,2,2,0,0,4,850,0,1,0,0,0,35,0
Web,1,F,1,Y,5,1,N,9,2,1,0,0,6,350,0,0,0,0,0,21,0
0,1,M,1,Y,1,1,Y,9,2,1,0,0,4,654,0,1,0,1,0,29,1
0,1,F,1,Y,1,1,Y,13,5,2,0,0,15,350,0,1,0,1,0,33,0
Web,1,F,2,Y,1,1,N,,,1,0,0,10,382,0,0,0,0,0,27,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,2,31,448,0,0,0,0,0,31,0
Web,1,M,2,Y,1,1,N,,5,1,0,0,6,1200,0,0,0,0,0,57,1
0,1,M,2,Y,1,1,N,0,0,1,0,3,5,4820,0,1,0,1,0,43,0
Web,1,F,1,Y,0,1,N,9,2,1,0,1,3,360,747.31,0,0,0,0,36,0
Web,1,F,2,Y,1,1,N,2,4,2,0,0,4,350,0,0,0,0,0,35,0
0,1,F,4,Y,1,1,N,,,1,0,0,1,415,0,0,0,0,0,56,0
0,1,M,2,Y,1,0,N,0,0,1,0,0,33,653,0,1,0,1,0,69,0
0,1,F,2,N,1,1,N,0,0,1,0,0,0,906,0,1,0,1,0,53,1
Web,1,F,1,Y,1,1,Y,9,,1,0,0,1,664,0,0,0,0,0,32,0
0,1,F,1,Y,1,1,N,,,1,0,2,10,439,0,1,0,0,0,36,0
0,1,F,1,Y,2,1,N,0,1,1,0,0,14,2811,0,1,0,1,0,31,1
0,1,F,1,Y,5,1,N,9,5,1,0,0,5,350,0,1,0,1,0,41,1
0,1,M,2,Y,2,0,N,9,3,1,0,2,0,500,0,1,0,1,0,41,1
0,1,F,7,Y,0,1,N,0,0,1,0,0,0,3000,0,1,0,1,0,42,0
0,1,F,4,Y,1,0,Y,9,1,1,0,0,14,350,0,1,0,1,0,58,0
Web,1,M,2,Y,5,1,N,9,2,1,0,0,2,421,0,0,0,0,0,30,0
Paper,1,F,2,Y,1,1,N,9,2,1,0,0,1,209,0,0,0,0,0,34,0
Web,2,F,1,Y,2,1,Y,9,2,7,0,0,0,387,800,0,0,0,0,19,0
Web,1,M,1,Y,2,1,N,10,2,1,0,3,1,2087,0,0,0,0,0,39,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,8,960,0,1,45000,1,0,32,0
0,1,M,2,Y,1,0,N,0,0,1,0,0,30,1400,0,1,0,1,0,52,1
0,1,F,2,Y,2,0,N,2,4,1,0,0,3,660,0,0,0,1,0,50,0
0,1,M,2,Y,1,0,N,9,2,1,0,0,5,561,0,1,0,1,0,23,1
0,1,F,2,Y,1,0,N,9,2,1,0,2,35,813,0,1,0,1,0,36,0
0,1,M,1,Y,1,1,N,0,0,1,0,0,6,375,0,1,0,1,0,26,0
Web,1,F,1,N,1,1,N,9,1,1,0,0,40,310,0,1,0,0,0,74,0
0,1,F,2,Y,1,1,N,9,5,1,0,0,3,344,0,1,0,1,0,26,0
Web,1,M,1,Y,4,1,N,11,,1,0,1,5,800,0,0,0,0,0,44,0
0,1,M,2,N,1,0,N,0,0,2,0,1,3,800,0,1,0,1,0,58,0
0,1,M,2,Y,1,1,Y,11,5,7,0,1,1,375,0,0,0,0,0,35,0
Web,1,F,2,Y,1,1,N,11,4,1,0,0,1,286,0,0,0,0,0,63,0
Web,1,F,1,Y,1,1,N,11,5,1,0,0,1,350,0,0,0,0,0,33,0
0,1,M,2,Y,5,0,N,6,1,2,0,1,1,350,0,1,0,1,0,27,0
0,1,M,2,Y,1,0,N,9,1,1,0,0,10,1823,2000,1,0,1,0,77,0
0,1,F,1,Y,1,0,Y,9,5,1,0,0,12,372,0,1,0,1,0,37,1
0,1,F,4,Y,1,1,N,11,1,1,0,2,0,200,0,1,0,1,0,32,0
Web,1,M,2,Y,1,1,N,9,4,1,0,0,15,1000,0,0,0,0,0,50,1
0,1,M,1,Y,1,0,Y,9,2,2,0,0,1,361,361,1,0,1,0,20,1
0,1,M,4,N,1,1,N,0,1,1,0,0,34,350,0,1,0,1,0,74,1
0,1,F,1,N,1,1,N,9,2,1,0,1,6,458,0,1,30000,1,0,38,1
Web,1,F,2,Y,5,1,Y,9,5,7,0,0,15,528,0,0,0,0,0,33,0
Web,1,F,2,N,1,1,N,9,1,1,0,0,21,350,0,0,0,0,0,49,0
0,1,M,2,Y,2,0,N,0,0,1,0,0,3,363,0,1,0,1,0,26,1
0,1,F,2,Y,1,0,N,9,4,1,0,0,29,650,0,1,0,1,0,54,0
Web,1,F,2,Y,1,1,N,16,5,1,0,0,11,401,0,0,0,1,0,34,0
0,1,M,2,Y,1,1,Y,6,1,1,0,0,5,780,830,0,50000,0,0,58,0
0,1,F,2,Y,1,1,N,9,4,1,0,2,1,300,0,0,0,0,0,24,1
0,1,F,4,N,1,1,N,0,1,1,0,0,17,800,350,1,0,1,0,77,1
0,1,M,2,Y,1,0,Y,9,2,1,0,0,1,609,0,0,10000,1,0,22,0
0,1,M,2,Y,1,1,N,0,0,1,0,2,2,630,0,1,0,1,0,32,0
Web,1,F,2,Y,1,1,N,,,1,0,2,7,300,180,0,0,0,0,41,0
0,1,M,2,N,1,0,N,9,1,1,0,0,20,350,0,1,0,1,0,76,0
Web,1,M,4,Y,1,1,N,9,1,1,0,0,18,1386,0,0,0,0,0,58,0
Web,1,M,2,Y,1,1,Y,9,5,1,0,0,2,874,0,0,0,0,0,27,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,38,382,0,0,0,0,0,38,0
0,1,M,1,Y,1,1,Y,9,2,1,0,0,35,414,0,1,0,0,0,35,0
Web,1,F,6,Y,1,1,N,9,4,1,0,1,20,350,0,0,0,0,0,29,0
0,1,F,2,Y,1,0,Y,9,2,1,0,3,0,1500,0,1,0,1,0,45,1
Web,1,F,2,Y,1,1,N,,,1,0,0,16,350,400,0,0,0,0,73,0
0,1,F,2,Y,1,0,Y,2,4,1,0,1,20,1000,0,1,0,1,0,30,0
Web,1,F,1,Y,1,1,N,9,5,1,0,1,4,380,0,0,0,0,0,40,0
Web,1,F,2,N,5,1,Y,9,1,1,0,0,15,351,0,0,45000,0,0,63,0
Web,1,F,1,Y,1,1,N,,,1,0,0,39,500,0,0,0,0,0,52,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,5,12,510.21,0,0,0,0,0,32,0
Web,1,F,2,Y,1,1,N,,1,1,0,0,10,380,0,0,0,0,0,52,0
Paper,1,F,1,N,1,1,N,11,2,1,0,2,1,360,0,0,0,0,0,40,0
0,1,M,2,Y,1,1,Y,9,2,1,0,0,24,900,0,1,0,1,0,25,0
Web,1,M,6,Y,1,1,N,9,2,2,0,0,1,565,0,0,0,0,0,53,0
0,1,F,4,Y,1,1,N,,1,1,0,0,10,1511,0,1,0,0,0,52,1
0,1,M,2,Y,4,0,N,9,4,1,0,0,25,350,0,1,0,1,0,29,0
Web,1,F,2,Y,1,1,N,9,5,1,0,3,7,996,0,0,0,0,0,31,0
Web,1,F,2,Y,1,1,N,,1,1,0,0,10,350,0,0,0,0,0,60,0
0,1,M,2,Y,1,0,N,10,2,1,0,0,30,901,0,1,0,1,0,45,0
Web,1,F,4,Y,1,1,N,,,1,0,0,20,323.2,0,0,0,0,0,61,0
Web,1,M,1,Y,1,1,N,9,5,1,0,2,24,650,0,0,0,0,0,52,1
Web,1,M,2,Y,1,1,N,9,1,2,0,0,30,1966,0,1,50,0,0,70,0
Web,1,M,2,N,1,1,N,9,2,1,0,1,3,422.34,0,0,0,0,0,42,1
Web,1,F,1,N,1,1,N,9,1,2,0,3,11,350,0,0,0,0,0,72,0
Web,1,M,2,N,1,1,N,9,1,2,0,0,16,273,0,0,0,0,0,76,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,8,350,0,0,0,0,0,69,0
0,1,M,2,Y,1,1,N,2,3,1,0,0,20,400,0,1,0,1,0,75,0
Web,1,M,2,Y,1,1,Y,9,5,1,0,0,5,902,0,0,0,0,0,26,1
Web,1,F,2,Y,1,1,N,,,1,0,0,6,350,0,0,0,0,0,63,0
0,1,F,2,Y,1,1,N,0,1,1,0,0,18,350,0,1,0,1,0,51,0
0,1,M,1,Y,1,1,N,9,2,1,0,0,16,830,0,1,0,1,0,51,0
Paper,1,F,2,Y,2,1,N,11,4,2,0,1,1,277,0,0,0,0,0,27,0
Web,1,F,2,N,1,1,N,2,4,1,0,0,20,291,0,0,0,0,0,35,0
0,1,F,4,Y,1,1,N,9,2,1,0,0,0,1033,0,1,0,1,0,72,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,29,420,0,0,0,0,0,56,0
0,1,M,2,Y,1,1,N,9,4,1,0,2,10,5000,0,1,0,1,0,47,0
0,1,F,2,Y,1,1,N,2,4,1,0,0,5,200,0,1,0,1,0,24,0
Web,1,F,2,N,1,1,N,9,,1,0,0,30,268.8,0,0,0,0,0,71,0
Web,1,F,2,Y,,1,N,9,5,1,0,0,10,400,0,0,0,0,0,50,0
Web,1,M,2,N,1,1,Y,9,2,1,0,0,10,719.53,0,0,0,0,0,32,1
Web,1,F,2,N,1,1,Y,9,2,1,0,0,19,500,0,0,0,0,0,43,0
0,1,F,1,N,1,0,N,9,4,1,0,0,5,900,0,1,0,1,0,65,1
Web,1,F,2,Y,1,1,N,9,5,1,0,1,1,380,0,0,0,0,0,44,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,10,590,0,0,0,0,0,44,0
Web,1,M,1,Y,1,1,Y,11,,1,0,0,8,1522,0,0,0,0,0,46,0
0,1,M,2,Y,1,1,Y,9,2,1,0,2,0,370,0,1,0,1,0,45,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,2,8,841,0,0,0,0,0,31,1
Web,1,F,2,Y,2,1,Y,12,2,1,0,0,1,2005,0,0,0,0,0,27,0
Web,1,M,2,Y,1,1,N,9,1,2,0,0,4,391.01,0,0,0,0,0,64,0
0,1,F,2,Y,1,0,N,12,2,1,0,0,0,390,0,1,0,1,0,23,0
0,1,F,6,Y,2,1,N,9,5,1,0,0,2,412,0,0,0,0,0,44,0
Web,1,M,2,Y,1,1,N,2,4,2,0,2,10,270,0,0,0,0,0,41,0
0,1,M,2,Y,1,1,Y,9,2,1,0,1,10,5317,0,1,32000,1,0,61,0
Web,1,M,2,Y,1,1,N,9,5,1,0,0,15,600,350,0,0,0,0,37,0
Paper,1,F,4,Y,1,1,N,11,1,1,0,1,1,986,0,1,0,0,0,47,0
0,1,F,1,Y,5,0,N,9,2,1,0,2,7,600,0,1,0,1,0,23,1
Web,1,F,5,Y,1,1,N,2,4,2,0,0,15,239,0,0,0,0,0,31,0
0,1,M,2,Y,1,0,Y,9,2,1,0,2,3,1664,0,1,0,1,0,45,1
Web,1,F,2,Y,1,1,N,16,4,1,0,0,10,1100,0,0,0,0,0,33,0
Web,1,F,2,Y,1,1,N,2,4,7,0,0,3,1040,0,0,0,0,0,49,0
Web,1,F,2,N,1,1,N,2,5,1,0,2,5,500,0,0,0,0,0,40,0
0,1,F,3,Y,1,1,N,9,1,1,0,0,10,851,0,0,0,0,0,55,0
0,1,F,7,Y,0,0,N,0,0,1,0,1,0,300,0,1,0,1,0,54,0
Paper,1,M,2,Y,1,1,Y,9,2,1,0,1,1,403,0,0,0,0,0,23,0
0,1,F,2,Y,1,1,N,11,1,1,0,0,0,546,0,1,0,1,0,66,0
0,1,M,2,Y,1,0,Y,9,5,1,0,0,20,720,0,0,0,1,0,41,0
0,1,M,7,Y,1,1,Y,9,2,2,0,2,26,307,0,0,30000,0,0,38,1
0,2,F,2,N,1,0,N,9,2,2,0,1,1,471,0,1,0,1,0,27,0
0,1,M,2,Y,1,1,N,9,2,1,0,0,5,390,0,1,15000,1,0,26,1
0,1,F,2,Y,1,0,Y,9,2,1,0,0,7,660,0,1,0,1,0,29,0
0,1,M,2,N,1,1,Y,9,2,1,0,1,1,996,0,0,0,0,0,50,0
Web,1,F,1,Y,1,1,N,9,3,1,0,0,5,639,0,0,0,0,0,46,0
Web,1,M,1,Y,1,1,Y,11,2,1,0,0,1,350,0,0,0,0,0,24,1
0,1,F,2,Y,1,1,N,,,1,0,2,8,466,0,0,0,0,9,41,0
Web,1,F,2,N,1,1,N,9,1,1,0,0,5,380,0,0,0,0,0,60,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,5,1207,0,1,0,0,0,28,0
Web,1,M,4,N,1,1,N,,1,1,0,1,7,624,0,0,0,0,0,76,0
0,1,M,1,Y,1,1,Y,9,2,1,0,1,5,1200,720,1,20000,1,0,24,1
Web,1,F,1,Y,1,1,N,9,5,1,0,0,3,1000,0,0,0,0,0,40,0
0,1,F,2,Y,1,0,N,0,4,1,0,0,20,600,0,1,0,1,0,53,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,30,200,0,0,0,0,0,51,0
Web,1,M,2,N,2,1,Y,9,2,1,0,1,1,664.52,0,0,0,0,0,34,1
Web,1,F,1,Y,1,1,N,9,1,1,0,1,25,689,0,0,0,0,0,38,0
Web,1,M,2,Y,1,1,N,9,5,1,0,2,9,500,0,0,0,0,0,50,1
Web,1,F,1,Y,1,1,Y,9,2,7,0,0,20,375,0,0,0,0,0,23,1
Web,1,M,2,Y,1,1,N,9,2,2,0,1,10,400,0,0,0,0,0,22,1
0,1,M,2,Y,1,1,N,2,4,1,0,2,45,1200,0,1,0,0,0,45,1
0,1,F,1,Y,1,1,N,11,1,1,0,0,0,485,0,1,0,1,0,54,0
Paper,1,M,1,Y,1,1,Y,9,2,1,0,0,1,365,0,0,0,0,0,26,0
Paper,1,F,1,Y,3,1,N,9,2,1,0,0,1,505,0,0,0,0,0,23,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,18,350,0,0,0,0,0,19,0
0,1,F,2,Y,1,1,N,9,4,1,0,2,0,212,0,1,0,1,0,24,1
0,1,F,2,Y,1,0,N,2,4,1,0,0,1,800,0,1,0,1,0,39,0
0,1,F,1,Y,1,0,Y,9,2,1,0,4,5,350,0,1,0,1,0,29,0
0,1,F,2,Y,1,1,N,9,2,1,0,0,5,295,0,1,0,1,0,28,0
0,1,F,2,N,1,0,N,9,5,2,0,0,0,583,0,1,0,1,0,56,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,2,5,1081,0,0,40000,1,0,41,0
0,1,F,2,Y,1,0,Y,9,2,1,0,0,2,1200,0,1,0,1,0,52,0
0,1,M,2,Y,1,0,Y,9,2,1,0,1,2,515,0,1,12000,1,0,25,0
0,1,M,2,Y,1,1,N,9,5,1,0,0,2,1000,0,1,60000,1,0,28,1
0,1,M,2,Y,1,0,N,9,1,1,0,0,1,1350,0,1,0,1,0,51,0
0,1,F,2,Y,2,0,N,9,2,1,0,0,0,478,0,1,0,1,0,23,0
0,1,M,1,Y,5,1,N,9,2,2,0,0,5,350,0,1,0,1,0,29,0
0,1,F,2,Y,1,0,N,9,2,2,0,0,0,300,0,1,0,1,0,35,0
Web,1,F,2,N,1,1,N,16,4,2,0,1,10,552,0,0,80000,0,0,52,0
0,1,F,2,Y,1,0,N,9,2,1,0,1,5,867,0,1,0,1,0,26,0
0,1,M,1,Y,5,0,N,11,2,1,0,0,15,350,0,1,0,1,0,19,1
Web,1,F,4,N,1,1,N,9,1,1,0,0,4,350,0,0,0,0,0,60,1
Web,1,M,2,Y,2,1,Y,9,2,1,0,0,10,426,0,0,0,0,0,21,0
Web,1,M,2,Y,1,1,Y,,2,1,0,0,2,665.21,0,0,0,0,0,36,0
Web,1,F,2,N,1,1,Y,9,2,2,0,0,3,430,0,0,0,0,0,46,0
0,1,F,2,N,1,0,Y,9,2,1,0,2,9,800,0,1,0,1,0,33,1
Web,1,M,1,Y,,1,N,,,1,0,0,10,588,0,0,0,0,0,41,0
0,1,M,1,Y,2,1,N,9,4,1,0,3,3,350,0,1,0,1,0,34,1
0,1,F,2,Y,1,1,N,9,2,1,0,0,48,908,0,1,0,1,0,51,1
Web,1,M,7,N,5,1,N,,1,1,0,0,10,525.09,0,0,0,0,0,78,0
0,1,F,2,Y,1,1,N,9,4,2,0,1,0,690,0,1,0,1,0,39,0
Web,1,F,1,Y,1,1,Y,,,1,0,0,5,412.97,0,0,15000,0,0,23,0
Web,1,F,6,Y,1,1,Y,9,4,1,0,0,5,350,0,0,0,0,0,32,1
Web,2,F,1,Y,2,1,Y,9,5,1,0,0,1,653.95,0,0,0,0,0,44,0
0,1,M,3,Y,1,1,N,0,1,1,0,0,29,900,0,1,0,1,0,53,0
0,1,F,4,Y,1,1,N,10,1,1,0,0,0,350,0,1,0,1,0,76,1
Web,1,F,2,Y,1,1,N,9,4,1,0,0,2,400,0,0,0,0,0,41,0
0,1,M,2,Y,1,1,N,0,0,1,0,0,0,350,0,1,0,1,0,60,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,1,10,1271,0,0,0,0,0,58,0
Web,1,F,2,Y,,1,N,11,,1,0,0,10,566,0,0,0,0,0,52,0
Web,2,M,2,Y,1,1,N,9,2,7,0,3,10,2500,0,0,0,0,0,35,0
0,1,M,1,Y,1,1,N,,,1,0,0,10,392,0,1,0,0,0,45,1
Web,1,F,1,Y,1,1,N,,,1,0,1,12,2200,0,0,0,0,0,32,0
Web,1,F,5,Y,2,1,N,12,5,1,0,0,10,600,0,0,0,0,0,55,0
Web,1,M,2,N,1,1,N,,,1,0,0,10,450,0,0,0,0,0,62,0
Web,1,F,2,Y,1,1,Y,8,3,1,0,0,10,2900,1500,0,0,0,0,34,0
0,1,M,2,N,1,0,N,9,4,1,0,0,2,350,0,1,0,1,0,59,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,12,450,0,0,0,0,0,29,0
0,1,F,7,Y,1,0,N,9,2,1,0,5,2,560,0,1,0,1,0,42,1
0,1,M,2,Y,1,0,Y,9,5,1,0,2,2,607,0,1,0,1,0,29,0
Web,1,F,6,Y,1,1,Y,9,2,1,0,1,28,356,0,0,0,0,0,42,0
Web,1,F,2,Y,1,1,N,9,5,1,0,1,10,1021,0,0,0,0,0,40,1
Web,1,F,2,Y,1,1,N,9,2,1,0,6,30,400,0,0,0,0,0,30,0
0,1,F,2,Y,1,0,N,0,0,7,0,0,20,770,0,1,0,1,0,39,0
0,1,M,6,Y,4,1,N,9,2,1,0,2,9,678,0,1,0,1,0,35,0
Web,1,F,1,Y,2,1,N,9,2,1,0,0,0,1092,0,0,0,0,0,27,0
0,1,M,2,Y,1,1,N,0,0,1,0,0,6,382,0,1,0,1,0,22,0
Web,1,M,2,Y,1,1,N,,,1,0,1,6,1208,0,0,0,0,0,35,0
Web,1,M,2,Y,1,1,Y,10,2,1,0,2,1,1057,0,0,0,0,0,46,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,14,785,0,0,0,0,0,26,0
Paper,1,M,2,Y,3,1,N,11,5,1,0,1,1,840,0,0,0,0,0,49,0
Web,1,F,1,Y,,1,Y,,,1,0,0,10,430,0,0,0,0,0,28,0
Web,1,F,5,Y,1,1,Y,9,2,1,0,2,3,680,1000,0,0,0,0,38,1
Web,1,M,1,Y,1,1,N,9,1,1,0,0,1,515,0,0,0,0,0,52,0
0,1,F,2,Y,1,0,N,0,0,1,0,0,20,950,0,1,0,1,0,25,0
Web,1,M,2,N,1,1,Y,9,2,1,0,0,13,1000,0,0,0,0,0,42,1
Web,1,F,2,N,1,1,N,,,1,0,0,2,349,0,0,0,0,0,37,1
Web,1,F,6,Y,2,1,Y,9,2,1,0,0,1,500,0,0,0,0,0,25,0
Web,1,M,1,Y,1,1,Y,9,5,1,0,1,15,1100,0,0,0,0,0,26,1
0,1,M,2,Y,1,1,N,0,0,1,0,0,20,350,0,1,0,1,0,59,0
0,1,M,2,N,5,0,N,0,1,7,0,1,30,530,0,1,0,1,0,71,0
Web,1,M,2,Y,1,1,N,9,,2,0,0,10,600,0,0,0,0,0,49,0
0,1,F,1,Y,1,0,Y,9,5,1,0,0,25,414,0,1,0,1,0,25,0
Web,1,F,1,Y,1,1,N,9,5,1,0,0,1,350,0,0,0,0,0,26,0
0,1,M,4,Y,0,1,N,0,0,1,0,0,0,1980,0,1,0,1,0,53,0
0,1,F,7,Y,2,1,Y,9,2,1,0,1,5,387,275,1,0,0,0,48,1
0,1,M,1,Y,1,0,Y,9,2,2,0,0,4,975,0,1,0,1,0,42,1
Web,1,F,4,Y,1,1,N,2,,1,0,0,15,1000,0,0,0,0,0,51,0
0,1,M,2,Y,1,0,N,9,2,1,0,2,3,844,0,1,0,1,0,58,0
0,1,F,1,Y,1,1,N,9,2,1,0,0,7,700,0,1,0,1,0,45,0
Web,1,F,2,N,1,1,N,9,1,1,0,0,10,700,0,0,0,0,0,54,1
Web,1,F,1,Y,1,1,N,9,,2,0,0,5,360,0,0,0,0,0,40,1
0,1,M,2,Y,1,0,N,0,0,2,0,0,6,670,0,1,0,1,0,43,0
Web,1,F,4,N,1,1,N,9,1,1,0,0,5,325,0,0,0,0,0,71,0
Web,1,F,4,Y,1,1,N,,1,1,0,0,2,278,0,0,0,0,0,75,0
Web,1,M,1,Y,1,1,N,,,1,0,0,5,1628,0,0,0,0,0,57,0
Web,1,F,1,Y,1,1,Y,9,5,1,0,0,5,373,0,0,0,0,0,22,1
Web,1,M,1,Y,2,1,N,9,,1,0,0,2,375.89,0,0,0,0,0,32,0
0,1,F,2,Y,1,1,N,11,1,1,0,0,10,2355,0,1,0,0,0,84,0
Web,1,F,2,Y,2,1,N,9,5,1,0,0,1,350,0,0,0,0,0,49,0
Web,1,M,2,Y,1,1,N,,,2,0,3,2,1271,0,0,26000,0,0,30,1
Web,1,F,2,Y,2,1,N,9,2,2,0,0,2,451,0,0,0,0,0,36,1
